well_id,production_date,oil_volume_bbl,gas_volume_mcf,water_volume_bbl,days_online,choke_size_inches,tubing_pressure_psi,casing_pressure_psi,water_cut,gor
SB-016,2025-05-01,14885.1,14371.3,9178.2,15,0.25,462.0,441.0,0.3814190073680667,965.4822607842742
TM-019,2025-02-01,2576.9,2026.7,1846.3,30,0.25,219.0,547.0,0.41741273286308556,786.4876401878225
TM-018,2019-07-01,48485.8,67254.2,6224.5,25,0.375,747.0,611.0,0.11377199540123158,1387.090653345928
TM-018,2024-09-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
SB-012,2019-11-01,25082.6,32720.7,4497.8,30,0.375,774.0,639.0,0.1520533867020054,1304.5178729477807
SB-008,2023-10-01,2620.5,4977.0,1795.1,28,0.375,608.0,667.0,0.40653591810852424,1899.2558672009159
BH-010,2024-02-01,4327.8,8666.6,2970.5,30,0.5,431.0,713.0,0.4070125919734733,2002.541707102916
BH-014,2025-11-01,2197.5,2577.9,1052.8,30,0.25,262.0,891.0,0.3239085622865581,1173.1058020477815
SB-006,2019-10-01,16297.2,13213.1,3584.0,30,0.5,643.0,618.0,0.18027080860310243,810.758903369904
BH-005,2025-12-01,10415.7,10271.8,3981.1,30,0.75,684.0,1011.0,0.27652672816181373,986.1843179047015
BH-017,2024-05-01,2593.9,3041.2,2208.2,28,0.375,420.0,857.0,0.459840486453843,1172.443039438683
SB-016,2023-10-01,31833.8,32027.0,11042.1,30,0.75,729.0,615.0,0.25753628495261904,1006.069020977703
TM-003,2023-03-01,11559.9,6141.4,1628.7,30,0.625,255.0,1126.0,0.12349301669623766,531.2675715187847
BH-001,2019-11-01,18251.4,36033.2,3877.8,30,0.375,615.0,887.0,0.1752345317499051,1974.2704669230852
SB-012,2020-11-01,12687.1,27415.4,3519.4,30,0.25,421.0,621.0,0.2171597815691235,2160.8878309463944
TM-018,2021-11-01,19650.7,29802.4,7715.8,25,0.625,492.0,754.0,0.28194325178594265,1516.6075508760503
TM-002,2023-07-01,22779.6,36624.7,6244.8,30,0.75,381.0,973.0,0.2151569024682681,1607.7850357337268
BH-001,2023-10-01,4338.6,8014.5,3284.9,30,0.5,710.0,523.0,0.43089132288319015,1847.2548748444196
BH-017,2023-03-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
TM-024,2024-08-01,1028.4,1370.4,1072.9,30,0.5,224.0,313.0,0.5105886831961167,1332.5554259043172
TM-007,2024-07-01,2618.8,1701.0,1573.6,30,0.5,475.0,658.0,0.37534586394428016,649.5341377730258
SB-013,2024-10-01,18331.8,34363.2,5429.6,30,0.25,467.0,968.0,0.2285050544159856,1874.513141099074
SB-009,2024-12-01,22128.1,29790.0,10937.0,30,0.375,231.0,329.0,0.3307717200310902,1346.2520505601476
SB-013,2024-04-01,22606.0,37292.4,5410.4,30,0.5,467.0,1035.0,0.19311546094430404,1649.668229673538
BH-015,2025-12-01,5974.6,5422.4,3646.1,30,0.375,712.0,478.0,0.3789848971488561,907.5754025374083
BH-010,2024-05-01,3361.5,7566.0,2619.6,30,0.625,597.0,369.0,0.4379796358529367,2250.780901383311
SB-006,2022-05-01,7235.2,4907.0,4846.6,28,0.625,408.0,1110.0,0.4011488354384281,678.2120743034056
TM-007,2025-03-01,1718.2,981.1,1305.5,25,0.625,299.0,701.0,0.43175579587922086,571.0045396345012
BH-005,2024-05-01,19794.8,16198.4,2497.8,15,0.5,625.0,396.0,0.11204614984344582,818.3159213530827
SB-006,2020-05-01,14082.6,10045.1,4884.3,25,0.25,372.0,1034.0,0.2575170428483305,713.2986806413588
SB-023,2024-09-01,5421.9,8151.8,3251.3,30,0.5,329.0,765.0,0.37486740764654336,1503.4950847488888
SB-012,2022-02-01,7853.2,12469.6,3778.8,20,0.75,379.0,568.0,0.3248624484181568,1587.8368053786992
SB-006,2023-03-01,5388.8,4323.5,3862.5,30,0.375,523.0,748.0,0.4175088906423962,802.3122030878859
TM-021,2021-04-01,17374.7,31679.3,4987.4,25,0.625,759.0,949.0,0.22302914305901503,1823.300546196481
BH-011,2024-07-01,4587.5,3667.9,3269.5,28,0.375,514.0,504.0,0.416125747740868,799.5422343324251
SB-013,2025-12-01,10276.4,18588.3,4506.4,30,0.75,756.0,1166.0,0.3048407608842709,1808.8338328597565
SB-023,2023-12-01,6836.1,8836.5,3794.6,30,0.625,201.0,944.0,0.35694733178436033,1292.6229867907139
SB-008,2021-10-01,12425.4,18460.6,4249.0,30,0.625,382.0,593.0,0.2548217627021062,1485.7147456017512
TM-002,2024-05-01,17408.2,32307.1,5858.4,30,0.625,703.0,412.0,0.251794417749048,1855.8552865890786
BH-010,2022-04-01,13750.9,29258.6,5425.4,30,0.375,435.0,976.0,0.28292214869396076,2127.7589103258697
TM-018,2019-12-01,33460.5,52086.0,7525.2,15,0.25,551.0,828.0,0.18360550143098692,1556.6414130093692
TM-024,2018-05-30,48051.1,60860.4,3091.9,20,0.375,716.0,919.0,0.06045597637995425,1266.5766236360876
SB-009,2022-11-01,48078.5,56334.0,9814.5,30,0.5,683.0,996.0,0.16952826766621182,1171.708767952411
TM-024,2020-03-01,15009.6,20505.6,3517.4,25,0.375,308.0,989.0,0.18985264748745076,1366.165653981452
SB-013,2024-01-01,23857.3,55535.0,5581.1,28,0.375,656.0,909.0,0.18958571117995543,2327.7990384494474
BH-020,2022-03-01,48028.7,49941.5,16270.7,28,0.75,231.0,1096.0,0.25304590711577407,1039.8261872588682
TM-018,2020-03-01,38250.8,57813.6,7607.9,30,0.375,490.0,741.0,0.16589872804942135,1511.4350549530989
SB-006,2022-09-01,7418.2,4003.3,4679.5,30,0.75,716.0,951.0,0.3868090628797209,539.6592165215282
SB-016,2023-03-01,36391.7,39515.1,11958.9,30,0.5,632.0,378.0,0.24733715817383858,1085.8272628099264
SB-009,2022-07-01,56438.0,67985.9,11354.7,15,0.5,240.0,1090.0,0.16749148507140152,1204.612140756228
SB-012,2023-06-01,0.0,0.0,0.0,0,0.375,,,0.0,0.0
BH-011,2025-03-01,3940.7,2471.6,2583.8,28,0.25,306.0,389.0,0.3960150203080696,627.1982135153653
SB-006,2022-04-01,8209.2,4503.8,5095.7,30,0.375,493.0,330.0,0.382994235206578,548.6283681722945
BH-014,2024-05-01,6133.1,6507.0,2318.5,30,0.5,233.0,684.0,0.2743267546973354,1060.9642758148407
BH-001,2020-11-01,13286.3,20207.4,4180.6,30,0.75,222.0,1040.0,0.2393441308990147,1520.9200454603615
SB-023,2024-06-01,6553.6,8809.6,4247.8,30,0.375,368.0,395.0,0.39326383616938543,1344.23828125
BH-020,2024-06-01,8830.2,8230.7,4881.8,30,0.75,553.0,769.0,0.35602392065344224,932.1079930239406
TM-024,2023-09-01,1818.8,2203.9,1206.3,30,0.75,665.0,774.0,0.39876367723381045,1211.7330107763362
BH-001,2025-02-01,2752.3,4301.3,2165.4,28,0.5,674.0,749.0,0.44032779551416307,1562.8020201286197
SB-009,2024-06-01,23629.6,42703.5,11809.1,30,0.25,590.0,1024.0,0.33322610592375007,1807.2036767444224
BH-010,2022-09-01,12293.7,21069.8,4858.7,30,0.25,794.0,581.0,0.2832664816585434,1713.8697056215785
BH-015,2021-10-01,27219.1,20957.0,3042.4,28,0.625,679.0,396.0,0.10053698593922972,769.9372866847177
SB-012,2021-05-01,10904.7,17006.3,3453.9,30,0.375,634.0,1136.0,0.2405457356566796,1559.5385475987416
BH-010,2024-10-01,3236.5,5261.3,2408.2,30,0.625,442.0,977.0,0.42663029036086947,1625.6140892939904
BH-005,2024-09-01,16329.9,12574.5,3694.7,30,0.5,574.0,707.0,0.18450805509223656,770.0292102217405
SB-006,2023-07-01,6242.0,3958.9,4074.8,30,0.75,284.0,482.0,0.39496743176178667,634.2358218519705
TM-024,2019-05-01,21758.2,29637.2,4407.8,30,0.625,685.0,1003.0,0.16845524726744632,1362.1163515364321
SB-012,2020-05-01,16899.4,26528.2,4482.7,30,0.625,232.0,946.0,0.20964732182526502,1569.7717078712853
TM-019,2025-03-01,3116.2,1969.2,2130.7,28,0.25,297.0,1115.0,0.40608740399092796,631.9234965663309
TM-019,2020-07-01,0.0,0.0,0.0,0,0.25,,,0.0,0.0
TM-021,2023-09-01,6027.1,10136.5,2926.4,30,0.5,306.0,846.0,0.3268442508516223,1681.8204443264588
TM-019,2021-08-01,15645.8,11356.5,3731.1,30,0.25,779.0,366.0,0.19255402050895656,725.8497488143784
TM-024,2021-01-01,7906.2,9662.7,3580.2,30,0.375,209.0,1101.0,0.3116903468449645,1222.1674129164453
TM-003,2024-12-01,3934.1,1886.8,1115.0,28,0.5,607.0,809.0,0.22083143530530192,479.6014336188709
TM-003,2024-06-01,4852.7,2642.3,1183.7,28,0.25,235.0,1172.0,0.19609369823073358,544.5009994436087
SB-012,2022-09-01,0.0,0.0,0.0,0,0.75,,,0.0,0.0
SB-023,2025-09-01,3423.1,4332.0,2809.0,28,0.625,280.0,1149.0,0.45073089327834914,1265.5195582951126
BH-011,2021-07-01,17992.7,9885.9,4709.8,30,0.375,254.0,841.0,0.20745732848805198,549.4394949062676
SB-023,2023-08-01,8381.7,10982.9,3317.8,30,0.625,294.0,904.0,0.2835847685798539,1310.3427705596716
BH-001,2019-09-01,21849.0,40617.2,4064.7,30,0.5,738.0,1098.0,0.15685525417057386,1858.995835049659
BH-015,2024-10-01,9358.9,9382.6,3264.0,30,0.5,303.0,1085.0,0.258577664403584,1002.5323488871555
SB-006,2024-10-01,3482.9,2483.9,4426.3,30,0.25,683.0,316.0,0.5596394072725434,713.1700594332309
TM-018,2022-07-01,14688.2,24592.8,6441.6,25,0.25,718.0,447.0,0.3048585410178989,1674.3236067047017
TM-019,2022-03-01,12637.9,7122.2,3376.8,30,0.375,258.0,682.0,0.21085627579661187,563.5588191076049
SB-025,2025-11-01,2024.1,4237.5,749.7,25,0.375,487.0,394.0,0.27027903958468524,2093.5230472802727
BH-014,2023-09-01,8735.9,10649.7,2496.6,28,0.5,280.0,922.0,0.2222657467171155,1219.0730205245025
BH-017,2024-10-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
TM-019,2023-02-01,8567.2,4731.4,2377.5,30,0.375,358.0,334.0,0.21722843019909177,552.2691194322532
TM-007,2024-11-01,2037.7,1460.1,1359.6,30,0.375,582.0,649.0,0.4002001589497542,716.5431614074691
TM-019,2020-08-01,,18229.7,3484.1,28,0.625,737.0,406.0,0.0,0.0
TM-004,2024-05-01,20147.7,23408.8,7845.5,30,0.25,492.0,1086.0,0.2802644928053956,1161.8596663639025
SB-008,2024-06-01,1820.1,2836.3,1104.4,15,0.75,752.0,826.0,0.37763720294067366,1558.3209713751992
SB-012,2024-03-01,4070.4,5567.7,2467.2,30,0.625,375.0,974.0,0.3773861967694566,1367.850825471698
BH-011,2023-05-01,8232.8,5693.1,4072.4,30,0.5,465.0,883.0,0.3309495172772487,691.51443008454
SB-006,2018-10-01,22412.9,18387.1,5219.5,28,0.375,344.0,428.0,0.18889057772759513,820.380227458294
TM-024,2020-06-01,11360.7,13205.6,3003.0,30,0.25,352.0,766.0,0.20906869399945696,1162.3931623931624
BH-010,2022-12-01,9616.0,15893.4,4972.6,30,0.5,483.0,896.0,0.34085518829771194,1652.807820299501
TM-024,2018-11-01,32037.5,44777.7,3799.0,28,0.375,317.0,878.0,0.10600923639306294,1397.6652360515022
BH-011,2024-02-01,7094.4,4600.6,3210.7,30,0.5,252.0,1033.0,0.3115641769609223,648.4833107803338
SB-006,2025-05-01,3142.2,1871.5,3788.5,28,0.75,390.0,691.0,0.5466258819455466,595.6018076506906
TM-018,2023-02-01,11277.5,19206.7,6531.4,30,0.625,296.0,1180.0,0.36674920966483043,1703.0990911106185
TM-021,2020-09-01,24648.2,31419.8,5543.4,30,0.5,584.0,673.0,0.18360736098782443,1274.7300005679926
BH-010,2022-01-01,18067.3,35605.7,6445.9,25,0.75,506.0,751.0,0.2629562847771813,1970.726118457102
SB-016,2022-08-01,40940.6,41652.1,13366.3,28,0.25,244.0,933.0,0.24612526216742256,1017.3788366560334
TM-021,2021-08-01,19714.2,21826.1,4484.5,30,0.625,591.0,941.0,0.18531987255513727,1107.1258280833104
BH-011,2023-03-01,9263.3,5596.4,4257.3,30,0.625,237.0,605.0,0.3148750795083059,604.147550009176
TM-024,2020-04-01,13408.7,16852.5,3455.9,30,0.25,523.0,1196.0,0.20492036573651315,1256.8332500540694
BH-017,2020-06-01,19548.5,36666.8,7428.0,28,0.625,679.0,758.0,0.2753507682612644,1875.6835562830909
SB-016,2022-06-01,41907.7,41735.3,14089.2,30,0.75,682.0,1009.0,0.25160678537561904,995.88619752456
TM-021,2020-05-30,28666.2,41190.8,4086.0,30,0.75,469.0,1183.0,0.12475497829153462,1436.9117636798737
SB-008,2024-10-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
BH-015,2022-03-01,,22412.5,2384.7,30,0.25,362.0,1038.0,0.0,0.0
BH-014,2022-11-01,17407.3,16391.3,4034.6,28,0.625,390.0,540.0,0.18816429514175517,941.6336824205937
TM-021,2023-07-01,7412.2,9045.9,3774.6,28,0.75,351.0,1030.0,0.33741552544069797,1220.4068967378107
TM-018,2025-12-01,5159.7,7546.4,5541.3,28,0.75,584.0,534.0,0.5178301093355762,1462.5656530418435
TM-024,2021-08-01,6343.8,8725.4,2295.5,28,0.5,233.0,906.0,0.2657043973470073,1375.4216715533275
SB-008,2021-06-01,15974.6,22637.7,4513.8,30,0.25,616.0,994.0,0.2203100290896312,1417.10590562518
TM-004,2025-03-01,14730.9,14647.2,5877.5,25,0.75,792.0,1169.0,0.2851992391452029,994.3180661059406
TM-003,2023-04-01,11542.3,,1567.1,30,0.375,724.0,959.0,0.11954017727737348,0.0
TM-018,2019-10-01,43840.0,,6724.9,30,0.75,414.0,973.0,0.13299541777003415,0.0
TM-024,2021-04-01,7751.2,9352.4,2699.8,30,0.75,247.0,804.0,0.2583293464740216,1206.5744658891526
SB-023,2025-02-01,5212.7,6722.2,2819.2,30,0.25,451.0,697.0,0.3510003859609806,1289.5812151092525
TM-019,2023-10-01,5978.8,3729.0,2504.1,30,0.5,453.0,669.0,0.29519386059012837,623.7037532615241
TM-003,2025-03-01,3552.3,1588.7,749.3,30,0.375,646.0,445.0,0.1741909986981588,447.2313712242772
BH-011,2022-07-01,12232.8,6514.0,4093.8,30,0.5,371.0,699.0,0.2507441843372166,532.5027794127265
SB-012,2021-06-01,0.0,0.0,0.0,0,0.5,,,0.0,0.0
SB-012,2023-02-01,5369.4,8958.1,2609.0,30,0.75,586.0,841.0,0.3270079213877469,1668.3614556561256
TM-007,2023-04-01,3769.9,2673.8,1925.2,28,0.75,706.0,582.0,0.3380449860406314,709.2495822170349
BH-015,2025-07-01,7082.7,7280.1,3342.9,25,0.625,343.0,1015.0,0.3206434162062615,1027.870727265026
TM-019,2021-10-01,13531.6,8502.3,3739.4,28,0.25,729.0,531.0,0.21651323027039546,628.3292441396435
SB-025,2024-06-01,5208.5,9826.4,1164.8,30,0.25,561.0,595.0,0.18276246214676853,1886.608428530287
TM-021,2021-06-01,17134.9,29869.3,6040.7,30,0.75,533.0,453.0,0.2606491309825851,1743.1849616863826
TM-002,2025-11-01,12391.3,15569.4,6110.0,20,0.375,363.0,317.0,0.33024706371984675,1256.4783356064336
BH-001,2022-03-01,7219.0,13599.3,4151.2,20,0.25,696.0,588.0,0.36509472128898346,1883.8204737498268
SB-006,2025-09-01,0.0,0.0,0.0,0,0.5,,,0.0,0.0
SB-009,2024-07-01,21736.3,38108.3,10212.4,28,0.625,607.0,636.0,0.31964993880815185,1753.2100679508474
TM-018,2022-02-01,19655.8,24262.1,7313.3,30,0.75,360.0,758.0,0.27117330574620585,1234.3481313403677
SB-008,2022-06-01,7907.1,11467.5,2872.3,28,0.625,215.0,1055.0,0.26646195521086513,1450.278863300072
BH-020,2024-04-01,9656.2,,7022.1,30,0.75,676.0,377.0,0.4210321195805327,0.0
SB-023,2024-05-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
BH-014,2023-10-01,7406.9,11032.2,2350.3,30,0.25,517.0,721.0,0.24087853072602797,1489.4490272583673
BH-017,2023-04-01,4423.7,6330.5,2942.0,25,0.375,797.0,911.0,0.3994189282756561,1431.0418880122975
TM-018,2023-08-01,10978.8,14977.3,7052.8,30,0.375,230.0,542.0,0.39113556201335437,1364.2019164207381
TM-003,2023-02-01,13105.0,6645.3,1707.6,20,0.375,348.0,1037.0,0.11528023439504205,507.08126669210225
BH-010,2022-06-01,14977.9,25991.7,5061.5,30,0.5,341.0,611.0,0.25257742247771886,1735.3367294480536
SB-013,2024-02-01,26074.7,43442.9,6085.9,30,0.375,570.0,336.0,0.18923465358233366,1666.093953142318
BH-001,2025-08-01,2039.1,3102.7,2248.0,30,0.375,662.0,468.0,0.5243637890415432,1521.6026678436565
BH-005,2024-04-01,18234.7,17624.9,3184.9,30,0.25,364.0,672.0,0.14869091859791966,966.5582652854173
BH-014,2025-03-01,3234.1,3941.7,1690.4,20,0.375,605.0,485.0,0.3432632754594375,1218.7934819578863
SB-023,2023-11-01,7369.7,10896.9,4350.6,30,0.75,313.0,931.0,0.3712021023352645,1478.60835583538
SB-025,2024-02-01,6366.5,12431.3,1635.5,28,0.5,231.0,971.0,0.2043864033991502,1952.6113249037933
TM-004,2024-11-01,16618.0,20219.1,6445.9,30,0.375,459.0,524.0,0.2794800532433803,1216.6987603803104
BH-017,2025-01-01,1496.2,2306.0,1336.1,30,0.5,476.0,1111.0,0.47173675105038304,1541.2378024328298
TM-021,2025-01-01,3177.4,5364.6,2481.7,15,0.375,462.0,663.0,0.43853262886324673,1688.3615534713917
BH-020,2024-09-01,8210.1,7175.8,4502.6,30,0.625,663.0,1057.0,0.3541812518190471,874.0210228864447
SB-016,2024-02-01,25462.0,25646.0,10547.5,30,0.25,416.0,373.0,0.2929088157291826,1007.226455109575
TM-024,2025-07-01,660.3,647.1,555.9,25,0.75,578.0,1178.0,0.45707942772570304,980.009086778737
TM-018,2025-05-01,6374.7,10056.9,4989.5,30,0.625,468.0,609.0,0.43905422291054363,1577.627182455645
TM-007,2021-02-01,10939.7,8289.8,3070.5,30,0.5,657.0,1050.0,0.2191617535795349,757.7721509730612
BH-001,2023-05-01,5788.1,8894.7,3184.7,15,0.375,522.0,579.0,0.354928227532097,1536.7218949223407
SB-013,2023-10-01,31924.5,56703.2,6826.0,28,0.75,260.0,314.0,0.17615256577334487,1776.165640808783
BH-020,2022-09-01,36301.6,30138.1,11637.6,30,0.75,667.0,848.0,0.24275749282424405,830.2140952464905
BH-020,2022-06-01,34895.1,41964.5,12777.4,30,0.5,662.0,750.0,0.26802454245109864,1202.5900484595259
BH-014,2023-04-01,11121.8,13364.7,3427.3,25,0.625,548.0,1100.0,0.23556783581114987,1201.666996349512
TM-024,2022-12-01,2670.4,3829.6,1563.5,30,0.375,275.0,1072.0,0.3692812773093366,1434.0922708208507
BH-001,2024-03-01,4030.2,5980.5,2470.1,30,0.75,670.0,657.0,0.3799978462532499,1483.921393479232
SB-008,2021-11-01,9887.4,19984.0,3700.4,30,0.375,684.0,1186.0,0.2723325335963144,2021.1582418026985
TM-024,2023-10-01,1479.9,1958.3,1179.5,30,0.375,289.0,888.0,0.4435210949838309,1323.2650854787485
SB-008,2021-04-01,17790.5,26751.9,4319.3,28,0.625,323.0,832.0,0.1953568101023076,1503.7182766083022
SB-009,2022-05-02,55528.4,86901.6,12145.4,30,0.5,706.0,737.0,0.17946975047950608,1564.9937689542649
TM-007,2021-08-01,10669.0,5751.6,3024.6,30,0.25,478.0,1183.0,0.22087690599988313,539.0945730621427
BH-001,2019-06-01,23360.7,38047.0,4201.3,30,0.75,615.0,648.0,0.1524308830999202,1628.6755105797342
BH-011,2022-06-01,12500.5,8326.1,4253.2,30,0.75,652.0,1086.0,0.2538663101285089,666.0613575456981
BH-001,2025-03-01,2442.5,3863.4,2383.8,30,0.625,277.0,555.0,0.49391873692062244,1581.740020470829
SB-022,2024-11-01,11359.3,,1637.6,30,0.375,712.0,538.0,0.12599927675060976,0.0
BH-015,2024-01-01,10828.8,10583.1,3287.9,30,0.25,447.0,511.0,0.2329085409479553,977.310505319149
BH-010,2025-09-01,1510.9,2816.4,1269.2,30,0.625,207.0,1009.0,0.4565303406352289,1864.0545370309087
TM-024,2019-07-01,19431.9,24656.8,4457.0,30,0.25,336.0,733.0,0.1865720062455785,1268.8826105527507
SB-022,2024-03-01,12635.7,26940.2,1729.0,30,0.625,653.0,846.0,0.1203645046537693,2132.0702454157663
BH-001,2023-03-01,5564.5,7766.1,3513.3,30,0.625,369.0,1155.0,0.3870210844037102,1395.651001886962
BH-001,2021-09-01,11399.5,16124.7,3896.9,30,0.75,586.0,712.0,0.254759289767527,1414.5094083073818
TM-004,2024-03-01,21995.0,19972.5,6130.9,30,0.75,355.0,716.0,0.21798058017698987,908.0472834735167
TM-019,2020-05-01,28721.9,20678.0,3083.4,30,0.25,205.0,452.0,0.0969461064665323,719.9384441837065
TM-024,2022-10-01,3419.7,4014.5,1903.7,30,0.5,412.0,843.0,0.3576097982492392,1173.9333859695296
TM-007,2020-12-01,14818.7,10088.4,2541.2,28,0.75,388.0,1100.0,0.14638333170121945,680.7884632255191
TM-018,2024-08-01,7908.1,10526.2,5893.4,30,0.25,252.0,943.0,0.4270115567148498,1331.0656162668656
BH-017,2024-03-01,2699.4,3759.2,2193.1,30,0.5,785.0,1169.0,0.44825753704649973,1392.605764243906
BH-017,2024-08-01,1704.9,3043.5,1790.1,30,0.625,365.0,1119.0,0.5121888412017167,1785.1486890726728
SB-022,2025-06-01,8775.0,17798.0,1738.3,28,0.375,499.0,822.0,0.1653429465534133,2028.2621082621083
TM-024,2018-08-01,38776.5,41688.0,3213.7,30,0.75,762.0,317.0,0.07653452472243523,1075.0841360102124
TM-024,2019-08-01,19006.7,26963.7,3228.7,30,0.75,662.0,716.0,0.1452053932018313,1418.6418473485664
BH-001,2023-04-01,5433.0,7875.9,2804.9,30,0.625,478.0,618.0,0.3404872601026961,1449.6410822749863
TM-002,2023-10-01,23233.1,32204.1,5931.3,30,0.25,349.0,970.0,0.20337466225946704,1386.1301333011954
BH-010,2023-09-01,6208.0,9189.0,3147.5,28,0.625,304.0,811.0,0.336433114210892,1480.1868556701031
SB-012,2024-11-01,2997.7,4245.9,2101.1,15,0.5,225.0,590.0,0.41207735153369424,1416.3858958534877
BH-011,2020-04-01,27149.6,18248.0,3758.3,30,0.25,608.0,351.0,0.12159674387454342,672.1277661549342
TM-004,2025-02-01,15276.0,14529.9,7384.7,25,0.5,273.0,707.0,0.3258813717140247,951.1586802827966
BH-015,2022-07-01,21591.0,16825.7,2833.2,30,0.75,242.0,351.0,0.11599970521040606,779.2922977166412
TM-007,2020-08-01,13331.7,10855.0,2929.9,30,0.375,404.0,365.0,0.1801729227136321,814.22474253096
TM-024,2021-10-01,4959.1,7365.7,2572.6,30,0.375,699.0,337.0,0.3415696323539174,1485.289669496481
TM-007,2020-09-01,15724.2,9608.1,3027.1,15,0.375,331.0,1189.0,0.16143414056625408,611.0390353722288
SB-023,2024-07-01,5993.9,8570.7,3600.4,20,0.5,574.0,305.0,0.375264479951638,1429.9037354643888
SB-006,2020-01-01,16639.7,9501.7,4447.2,25,0.5,569.0,997.0,0.21089870962540722,571.0259199384604
BH-005,2024-07-01,18253.4,16916.7,3948.6,30,0.75,337.0,491.0,0.17784884244662644,926.7698072687828
BH-010,2025-05-01,1787.5,3479.7,1618.1,28,0.5,450.0,444.0,0.47512919896640826,1946.6853146853148
TM-003,2025-07-01,2432.1,1162.5,812.7,30,0.25,549.0,611.0,0.2504622781065089,477.9819908720859
BH-017,2025-09-01,1176.4,1347.2,1378.0,28,0.5,540.0,987.0,0.5394613216410898,1145.1887113226792
SB-008,2025-05-01,1172.9,1600.7,816.4,15,0.625,299.0,302.0,0.4103956165485346,1364.7369767243583
BH-020,2025-04-01,5622.6,4726.7,3889.5,30,0.375,481.0,1171.0,0.40890024284858234,840.6609042080175
BH-017,2025-02-01,0.0,0.0,0.0,0,0.5,,,0.0,0.0
SB-006,2023-11-01,5036.7,3467.6,4318.4,30,0.375,248.0,958.0,0.461609175743712,688.4666547541049
TM-007,2022-05-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
SB-016,2025-04-01,14140.1,15441.4,9480.3,30,0.75,749.0,986.0,0.4013606882186584,1092.0290521283441
BH-001,2023-12-01,4189.5,7141.1,2569.9,30,0.75,512.0,1067.0,0.3801964671420541,1704.5232127938896
TM-018,2023-04-01,13725.6,17096.3,7144.3,30,0.25,674.0,328.0,0.34232555019429894,1245.5776068077168
TM-021,2025-10-01,2584.0,3266.2,2030.8,30,0.625,239.0,817.0,0.4400624079050013,1264.0092879256965
BH-017,2020-11-01,15514.0,26083.2,6013.5,20,0.625,287.0,698.0,0.2793403785855301,1681.2685316488332
BH-014,2022-01-01,25527.3,37479.9,5620.9,30,0.25,550.0,946.0,0.18045665560128676,1468.2281322349015
SB-012,2025-02-01,2339.6,4342.2,2159.0,28,0.375,782.0,955.0,0.47992708842751075,1855.9582834672594
TM-003,2025-11-01,1808.4,1117.3,743.5,30,0.625,364.0,1156.0,0.2913515419883224,617.8389736783897
BH-015,2022-06-01,18628.5,17601.4,2795.3,30,0.375,789.0,867.0,0.13047638607529943,944.864052392839
SB-009,2023-04-01,37238.5,52033.2,9174.5,25,0.625,455.0,1117.0,0.1976709111671299,1397.2958094445264
BH-020,2021-12-01,62367.0,55484.8,11890.9,15,0.5,400.0,704.0,0.1601297639712408,889.6499751471131
SB-013,2025-08-01,10911.7,23943.0,4753.7,30,0.375,476.0,939.0,0.303452194007175,2194.2502084918024
BH-020,2024-08-01,8450.4,8247.9,5319.5,25,0.625,211.0,367.0,0.3863136260975025,976.0366373189436
SB-025,2024-05-01,4963.3,11889.8,1344.8,30,0.75,695.0,928.0,0.21318622089060096,2395.5432877319527
BH-010,2023-10-01,6141.4,9155.1,4034.3,30,0.25,782.0,688.0,0.39646412531815994,1490.7187286286514
TM-007,2024-12-01,1823.5,1202.1,1540.3,30,0.75,482.0,1101.0,0.4579047505797015,659.2267617219633
TM-019,2023-08-01,5749.0,4127.9,3062.5,30,0.75,464.0,361.0,0.3475571696078988,718.0205253087493
TM-024,2023-07-01,2245.4,2268.0,1089.0,28,0.625,535.0,988.0,0.32659548944337813,1010.0650218223924
TM-019,2025-05-01,2355.5,1893.7,1837.2,28,0.5,670.0,708.0,0.4381901877072054,803.9482063256208
BH-001,2025-01-01,2373.2,3616.4,2098.8,15,0.375,393.0,490.0,0.46932021466905194,1523.8496544749705
SB-023,2023-10-01,7885.9,9960.9,4160.0,30,0.5,769.0,999.0,0.345345719290381,1263.1278611192129
TM-024,2024-04-01,1214.6,1451.7,1154.1,30,0.375,357.0,761.0,0.48722928188457804,1195.2082990284869
SB-008,2022-08-01,5611.8,11270.9,2937.0,28,0.375,718.0,461.0,0.3435569904548007,2008.4286681635126
TM-003,2023-11-01,8807.7,4554.8,983.3,30,0.5,517.0,1145.0,0.10042896537636604,517.138412979552
TM-003,2023-10-01,9115.4,4493.9,1313.3,30,0.25,732.0,854.0,0.12593132413436,493.00085569475834
BH-014,2022-10-01,16477.7,18271.1,3952.8,28,0.5,420.0,652.0,0.19347544112968357,1108.8380053041383
SB-013,2025-04-01,12994.8,25936.5,4860.4,25,0.625,450.0,1090.0,0.27221201666741346,1995.913750115431
SB-006,2021-06-01,10158.4,6776.9,5447.3,30,0.625,246.0,353.0,0.34905835688242115,667.1227752401953
SB-008,2021-08-01,11059.0,,4080.4,30,0.25,233.0,1176.0,0.26952190971901135,0.0
BH-017,2021-08-01,10168.8,19039.3,4499.2,30,0.75,385.0,1083.0,0.30673575129533676,1872.3251514436317
