well_id,well_name,field,well_type,status,spud_date,latitude,longitude,measured_depth_md,true_vertical_depth_tvd,tvdss,depth_unit,operator,production_date,oil_volume_bbl,gas_volume_mcf,water_volume_bbl,days_online,choke_size_inches,tubing_pressure_psi,casing_pressure_psi
TM-019,Tanjung Merah Well 19,Tanjung Merah,Horizontal,Active,2019-10-01,-1.41842,116.1822,1721.0,991.6,973.7,meters,PT Muara Dua Energy,2023-10-01,5978.8,3729.0,2504.1,30,0.5,453.0,669.0
TM-003,  Tanjung Merah Well 3 ,Tanjung Merah,Vertical,Active,2022-07-01,-1.41627,116.1642,9852.4,9436.7,9372.0,feet,PT Muara Dua Energy,2025-03-01,3552.3,1588.7,749.3,30,0.375,646.0,445.0
BH-011,Bukit Harapan Well 11,Bukit Harapan,Vertical,Active,2019-12-01,-1.32131,116.00164,1663.0,1630.7,1611.5,meters,PT Muara Dua Energy,2022-07-01,12232.8,6514.0,4093.8,30,0.5,371.0,699.0
SB-012,Sungai Biru  Well 12,Sungai Biru,Horizontal,Active,01/04/2018,-1.81905,116.51647,3521.0,2017.7,1991.7,meters,PT Muara Dua Energy,2021-06-01,0.0,0.0,0.0,0,0.5,,
SB-012,Sungai Biru  Well 12,Sungai Biru,Horizontal,Active,01/04/2018,-1.81905,116.51647,3521.0,2017.7,1991.7,meters,PT Muara Dua Energy,2023-02-01,5369.4,8958.1,2609.0,30,0.75,586.0,841.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2023-04-01,3769.9,2673.8,1925.2,28,0.75,706.0,582.0
BH-015,Bukit Harapan Well 15,Bukit Harapan,Directional,Active,,-1.28635,115.96234,2147.0,1801.0,1784.6,meters,PT Muara Dua Energy,2025-07-01,7082.7,7280.1,3342.9,25,0.625,343.0,1015.0
TM-019,Tanjung Merah Well 19,Tanjung Merah,Horizontal,Active,2019-10-01,-1.41842,116.1822,1721.0,991.6,973.7,meters,PT Muara Dua Energy,2021-10-01,13531.6,8502.3,3739.4,28,0.25,729.0,531.0
SB-025,Sungai Biru Well 25,Sungai Biru,Vertical,Active,2022-02-01,-1.77986,116.43216,10718.5,10475.7,10408.5,feet,PT Muara Dua Energy,2024-06-01,5208.5,9826.4,1164.8,30,0.25,561.0,595.0
TM-021,Tanjung Merah Well 21,Tanjung Merah,Vertical,Active,2020-03-01,-1.42173,116.17174,11719.2,11204.7,11106.6,feet,PT Muara Dua Energy,2021-06-01,17134.9,29869.3,6040.7,30,0.75,533.0,453.0
TM-002,Tanjung Merah Well 2,Tanjung Merah,Directional,Shut-In,01/02/2023,-1.42464,116.18326,1890.0,1625.0,1592.0,meters,PT Muara Dua Energy,2025-11-01,12391.3,15569.4,6110.0,20,0.375,363.0,317.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2022-03-01,7219.0,13599.3,4151.2,20,0.25,696.0,588.0
SB-006,Sungai Biru Well 6,Sungai Biru,Directional,Active,2018-03-01,-1.80725,116.53048,2812.0,3012.0,2073.6,meters,PT Muara Dua Energy,2025-09-01,0.0,0.0,0.0,0,0.5,,
SB-009,Sungai Biru Well 9,Sungai Biru,Horizontal,Active,01/02/2022,-1.789,116.43868,6558.4,3777.9,3677.2,feet,PT Muara Dua Energy,2024-07-01,21736.3,38108.3,10212.4,28,0.625,607.0,636.0
TM-018,Tanjung Merah Well 18,Tanjung Merah,Horizontal,Active,2019-01-01,-1.4955,116.20171,3737.0,2770.6,2731.3,meters,PT Muara Dua Energy,2022-02-01,19655.8,24262.1,7313.3,30,0.75,360.0,758.0
SB-008,Sungai Biru Well 8,Tanjung Merahh,Vertical,Active,2020-10-01,-1.78411,116.45481,7926.5,7602.4,7535.1,feet,PT Muara Dua Energy,2022-06-01,7907.1,11467.5,2872.3,28,0.625,215.0,1055.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2024-04-01,9656.2,,7022.1,30,0.75,676.0,377.0
SB-023,Sungai Biru Well 23,Sungai Biru,Directional,Active,2019-03-01,-1.80268,116.51886,1686.0,1329.9,1295.0,meters,PT Muara Dua Energy,2024-05-01,0.0,0.0,0.0,0,0.625,,
BH-014,Bukit Harapan Well 14,Bukit Harapan,Horizontal,Active,2020-12-01,-1.32929,116.00364,8982.9,4940.0,4840.2,feet,PT Muara Dua Energy,2023-10-01,7406.9,11032.2,2350.3,30,0.25,517.0,721.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2023-04-01,4423.7,6330.5,2942.0,25,0.375,797.0,911.0
TM-018,Tanjung Merah Well 18,Tanjung Merah,Horizontal,Active,2019-01-01,-1.4955,116.20171,3737.0,2770.6,2731.3,meters,PT Muara Dua Energy,2023-08-01,10978.8,14977.3,7052.8,30,0.375,230.0,542.0
TM-003,  Tanjung Merah Well 3 ,Tanjung Merah,Vertical,Active,2022-07-01,-1.41627,116.1642,9852.4,9436.7,9372.0,feet,PT Muara Dua Energy,2023-02-01,13105.0,6645.3,1707.6,20,0.375,348.0,1037.0
BH-010,Bukit Harapan Well 10,Bukit Harapan,Directional,Shut-In,2020-11-01,-1.32089,116.00807,1616.0,1316.7,1293.0,meters,PT Muara Dua Energy,2022-06-01,14977.9,25991.7,5061.5,30,0.5,341.0,611.0
SB-013,Sungai Biru Well 13,Sungai Biru,Vertical,Active,2023-06-01,-1.79496,116.45233,3211.0,3123.7,3085.1,meters,PT Muara Dua Energy,2024-02-01,26074.7,43442.9,6085.9,30,0.375,570.0,336.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2025-08-01,2039.1,3102.7,2248.0,30,0.375,662.0,468.0
BH-005,Bukit Harapan Well 5,Bukit Harapan,Vertical,Active,2023-09-01,-1.26745,115.9542,6414.0,6286.1,6167.3,feet,PT Muara Dua Energy,2024-04-01,18234.7,17624.9,3184.9,30,0.25,364.0,672.0
BH-014,Bukit Harapan Well 14,Bukit Harapan,Horizontal,Active,2020-12-01,-1.32929,116.00364,8982.9,4940.0,4840.2,feet,PT Muara Dua Energy,2025-03-01,3234.1,3941.7,1690.4,20,0.375,605.0,485.0
SB-023,Sungai Biru Well 23,Sungai Biru,Directional,Active,2019-03-01,-1.80268,116.51886,1686.0,1329.9,1295.0,meters,PT Muara Dua Energy,2023-11-01,7369.7,10896.9,4350.6,30,0.75,313.0,931.0
SB-025,Sungai Biru Well 25,Sungai Biru,Vertical,Active,2022-02-01,-1.77986,116.43216,10718.5,10475.7,10408.5,feet,PT Muara Dua Energy,2024-02-01,6366.5,12431.3,1635.5,28,0.5,231.0,971.0
TM-004,Tanjung Merah Well 4,Tanjung Merah,Vertical,Active,01/10/2022,-1.48835,116.18555,12877.3,12270.7,12136.2,feet,PT Muara Dua Energy,2024-11-01,16618.0,20219.1,6445.9,30,0.375,459.0,524.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2025-01-01,1496.2,2306.0,1336.1,30,0.5,476.0,1111.0
TM-021,Tanjung Merah Well 21,Tanjung Merah,Vertical,Active,2020-03-01,-1.42173,116.17174,11719.2,11204.7,11106.6,feet,PT Muara Dua Energy,2025-01-01,3177.4,5364.6,2481.7,15,0.375,462.0,663.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2024-09-01,8210.1,7175.8,4502.6,30,0.625,663.0,1057.0
SB-016,Sungai Biru Well 16,Sungai Biru,Horizontal,Active,2021-05-01,-1.821,116.50588,2800.0,1825.3,1805.2,meters,PT Muara Dua Energy,2024-02-01,25462.0,25646.0,10547.5,30,0.25,416.0,373.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2025-07-01,660.3,647.1,555.9,25,0.75,578.0,1178.0
TM-018,Tanjung Merah Well 18,Tanjung Merah,Horizontal,Active,2019-01-01,-1.4955,116.20171,3737.0,2770.6,2731.3,meters,PT Muara Dua Energy,2025-05-01,6374.7,10056.9,4989.5,30,0.625,468.0,609.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2021-02-01,10939.7,8289.8,3070.5,30,0.5,657.0,1050.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2023-05-01,5788.1,8894.7,3184.7,15,0.375,522.0,579.0
SB-013,Sungai Biru Well 13,Sungai Biru,Vertical,Active,2023-06-01,-1.79496,116.45233,3211.0,3123.7,3085.1,meters,PT Muara Dua Energy,2023-10-01,31924.5,56703.2,6826.0,28,0.75,260.0,314.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2022-09-01,36301.6,30138.1,11637.6,30,0.75,667.0,848.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2022-06-01,34895.1,41964.5,12777.4,30,0.5,662.0,750.0
BH-014,Bukit Harapan Well 14,Bukit Harapan,Horizontal,Active,2020-12-01,-1.32929,116.00364,8982.9,4940.0,4840.2,feet,PT Muara Dua Energy,2023-04-01,11121.8,13364.7,3427.3,25,0.625,548.0,1100.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2022-12-01,2670.4,3829.6,1563.5,30,0.375,275.0,1072.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2024-03-01,4030.2,5980.5,2470.1,30,0.75,670.0,657.0
SB-008,Sungai Biru Well 8,Tanjung Merahh,Vertical,Active,2020-10-01,-1.78411,116.45481,7926.5,7602.4,7535.1,feet,PT Muara Dua Energy,2021-11-01,9887.4,19984.0,3700.4,30,0.375,684.0,1186.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2023-10-01,1479.9,1958.3,1179.5,30,0.375,289.0,888.0
SB-008,Sungai Biru Well 8,Tanjung Merahh,Vertical,Active,2020-10-01,-1.78411,116.45481,7926.5,7602.4,7535.1,feet,PT Muara Dua Energy,2021-04-01,17790.5,26751.9,4319.3,28,0.625,323.0,832.0
SB-009,Sungai Biru Well 9,Sungai Biru,Horizontal,Active,01/02/2022,-1.789,116.43868,6558.4,3777.9,3677.2,feet,PT Muara Dua Energy,2022-05-02,55528.4,86901.6,12145.4,30,0.5,706.0,737.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2021-08-01,10669.0,5751.6,3024.6,30,0.25,478.0,1183.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2019-06-01,23360.7,38047.0,4201.3,30,0.75,615.0,648.0
BH-011,Bukit Harapan Well 11,Bukit Harapan,Vertical,Active,2019-12-01,-1.32131,116.00164,1663.0,1630.7,1611.5,meters,PT Muara Dua Energy,2022-06-01,12500.5,8326.1,4253.2,30,0.75,652.0,1086.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2025-03-01,2442.5,3863.4,2383.8,30,0.625,277.0,555.0
SB-022,Sungai Biru Well 22,Sungai Biru,Vertical,Active,2023-10-01,-1.81152,116.52501,2857.0,2719.1,2676.8,meters,PT Muara Dua Energy,2024-11-01,11359.3,,1637.6,30,0.375,712.0,538.0
BH-015,Bukit Harapan Well 15,Bukit Harapan,Directional,Active,,-1.28635,115.96234,2147.0,1801.0,1784.6,meters,PT Muara Dua Energy,2024-01-01,10828.8,10583.1,3287.9,30,0.25,447.0,511.0
BH-010,Bukit Harapan Well 10,Bukit Harapan,Directional,Shut-In,2020-11-01,-1.32089,116.00807,1616.0,1316.7,1293.0,meters,PT Muara Dua Energy,2025-09-01,1510.9,2816.4,1269.2,30,0.625,207.0,1009.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2019-07-01,19431.9,24656.8,4457.0,30,0.25,336.0,733.0
SB-022,Sungai Biru Well 22,Sungai Biru,Vertical,Active,2023-10-01,-1.81152,116.52501,2857.0,2719.1,2676.8,meters,PT Muara Dua Energy,2024-03-01,12635.7,26940.2,1729.0,30,0.625,653.0,846.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2023-03-01,5564.5,7766.1,3513.3,30,0.625,369.0,1155.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2021-09-01,11399.5,16124.7,3896.9,30,0.75,586.0,712.0
TM-004,Tanjung Merah Well 4,Tanjung Merah,Vertical,Active,01/10/2022,-1.48835,116.18555,12877.3,12270.7,12136.2,feet,PT Muara Dua Energy,2024-03-01,21995.0,19972.5,6130.9,30,0.75,355.0,716.0
TM-019,Tanjung Merah Well 19,Tanjung Merah,Horizontal,Active,2019-10-01,-1.41842,116.1822,1721.0,991.6,973.7,meters,PT Muara Dua Energy,2020-05-01,28721.9,20678.0,3083.4,30,0.25,205.0,452.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2022-10-01,3419.7,4014.5,1903.7,30,0.5,412.0,843.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2020-12-01,14818.7,10088.4,2541.2,28,0.75,388.0,1100.0
TM-018,Tanjung Merah Well 18,Tanjung Merah,Horizontal,Active,2019-01-01,-1.4955,116.20171,3737.0,2770.6,2731.3,meters,PT Muara Dua Energy,2024-08-01,7908.1,10526.2,5893.4,30,0.25,252.0,943.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2024-03-01,2699.4,3759.2,2193.1,30,0.5,785.0,1169.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2024-08-01,1704.9,3043.5,1790.1,30,0.625,365.0,1119.0
SB-022,Sungai Biru Well 22,Sungai Biru,Vertical,Active,2023-10-01,-1.81152,116.52501,2857.0,2719.1,2676.8,meters,PT Muara Dua Energy,2025-06-01,8775.0,17798.0,1738.3,28,0.375,499.0,822.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2018-08-01,38776.5,41688.0,3213.7,30,0.75,762.0,317.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2019-08-01,19006.7,26963.7,3228.7,30,0.75,662.0,716.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2023-04-01,5433.0,7875.9,2804.9,30,0.625,478.0,618.0
TM-002,Tanjung Merah Well 2,Tanjung Merah,Directional,Shut-In,01/02/2023,-1.42464,116.18326,1890.0,1625.0,1592.0,meters,PT Muara Dua Energy,2023-10-01,23233.1,32204.1,5931.3,30,0.25,349.0,970.0
BH-010,Bukit Harapan Well 10,Bukit Harapan,Directional,Shut-In,2020-11-01,-1.32089,116.00807,1616.0,1316.7,1293.0,meters,PT Muara Dua Energy,2023-09-01,6208.0,9189.0,3147.5,28,0.625,304.0,811.0
SB-012,Sungai Biru  Well 12,Sungai Biru,Horizontal,Active,01/04/2018,-1.81905,116.51647,3521.0,2017.7,1991.7,meters,PT Muara Dua Energy,2024-11-01,2997.7,4245.9,2101.1,15,0.5,225.0,590.0
BH-011,Bukit Harapan Well 11,Bukit Harapan,Vertical,Active,2019-12-01,-1.32131,116.00164,1663.0,1630.7,1611.5,meters,PT Muara Dua Energy,2020-04-01,27149.6,18248.0,3758.3,30,0.25,608.0,351.0
TM-004,Tanjung Merah Well 4,Tanjung Merah,Vertical,Active,01/10/2022,-1.48835,116.18555,12877.3,12270.7,12136.2,feet,PT Muara Dua Energy,2025-02-01,15276.0,14529.9,7384.7,25,0.5,273.0,707.0
BH-015,Bukit Harapan Well 15,Bukit Harapan,Directional,Active,,-1.28635,115.96234,2147.0,1801.0,1784.6,meters,PT Muara Dua Energy,2022-07-01,21591.0,16825.7,2833.2,30,0.75,242.0,351.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2020-08-01,13331.7,10855.0,2929.9,30,0.375,404.0,365.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2021-10-01,4959.1,7365.7,2572.6,30,0.375,699.0,337.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2020-09-01,15724.2,9608.1,3027.1,15,0.375,331.0,1189.0
SB-023,Sungai Biru Well 23,Sungai Biru,Directional,Active,2019-03-01,-1.80268,116.51886,1686.0,1329.9,1295.0,meters,PT Muara Dua Energy,2024-07-01,5993.9,8570.7,3600.4,20,0.5,574.0,305.0
SB-006,Sungai Biru Well 6,Sungai Biru,Directional,Active,2018-03-01,-1.80725,116.53048,2812.0,3012.0,2073.6,meters,PT Muara Dua Energy,2020-01-01,16639.7,9501.7,4447.2,25,0.5,569.0,997.0
BH-005,Bukit Harapan Well 5,Bukit Harapan,Vertical,Active,2023-09-01,-1.26745,115.9542,6414.0,6286.1,6167.3,feet,PT Muara Dua Energy,2024-07-01,18253.4,16916.7,3948.6,30,0.75,337.0,491.0
BH-010,Bukit Harapan Well 10,Bukit Harapan,Directional,Shut-In,2020-11-01,-1.32089,116.00807,1616.0,1316.7,1293.0,meters,PT Muara Dua Energy,2025-05-01,1787.5,3479.7,1618.1,28,0.5,450.0,444.0
TM-003,  Tanjung Merah Well 3 ,Tanjung Merah,Vertical,Active,2022-07-01,-1.41627,116.1642,9852.4,9436.7,9372.0,feet,PT Muara Dua Energy,2025-07-01,2432.1,1162.5,812.7,30,0.25,549.0,611.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2025-09-01,1176.4,1347.2,1378.0,28,0.5,540.0,987.0
SB-008,Sungai Biru Well 8,Tanjung Merahh,Vertical,Active,2020-10-01,-1.78411,116.45481,7926.5,7602.4,7535.1,feet,PT Muara Dua Energy,2025-05-01,1172.9,1600.7,816.4,15,0.625,299.0,302.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2025-04-01,5622.6,4726.7,3889.5,30,0.375,481.0,1171.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2025-02-01,0.0,0.0,0.0,0,0.5,,
SB-006,Sungai Biru Well 6,Sungai Biru,Directional,Active,2018-03-01,-1.80725,116.53048,2812.0,3012.0,2073.6,meters,PT Muara Dua Energy,2023-11-01,5036.7,3467.6,4318.4,30,0.375,248.0,958.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2022-05-01,0.0,0.0,0.0,0,0.625,,
SB-016,Sungai Biru Well 16,Sungai Biru,Horizontal,Active,2021-05-01,-1.821,116.50588,2800.0,1825.3,1805.2,meters,PT Muara Dua Energy,2025-04-01,14140.1,15441.4,9480.3,30,0.75,749.0,986.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2023-12-01,4189.5,7141.1,2569.9,30,0.75,512.0,1067.0
TM-018,Tanjung Merah Well 18,Tanjung Merah,Horizontal,Active,2019-01-01,-1.4955,116.20171,3737.0,2770.6,2731.3,meters,PT Muara Dua Energy,2023-04-01,13725.6,17096.3,7144.3,30,0.25,674.0,328.0
TM-021,Tanjung Merah Well 21,Tanjung Merah,Vertical,Active,2020-03-01,-1.42173,116.17174,11719.2,11204.7,11106.6,feet,PT Muara Dua Energy,2025-10-01,2584.0,3266.2,2030.8,30,0.625,239.0,817.0
BH-017,Bukit Harapan Well 17,Bukit Harapan,Vertical,active,2019-11-01,-1.3152,116.00945,3924.0,3740.6,3697.1,meters,PT Muara Dua Energy,2020-11-01,15514.0,26083.2,6013.5,20,0.625,287.0,698.0
BH-014,Bukit Harapan Well 14,Bukit Harapan,Horizontal,Active,2020-12-01,-1.32929,116.00364,8982.9,4940.0,4840.2,feet,PT Muara Dua Energy,2022-01-01,25527.3,37479.9,5620.9,30,0.25,550.0,946.0
SB-012,Sungai Biru  Well 12,Sungai Biru,Horizontal,Active,01/04/2018,-1.81905,116.51647,3521.0,2017.7,1991.7,meters,PT Muara Dua Energy,2025-02-01,2339.6,4342.2,2159.0,28,0.375,782.0,955.0
TM-003,  Tanjung Merah Well 3 ,Tanjung Merah,Vertical,Active,2022-07-01,-1.41627,116.1642,9852.4,9436.7,9372.0,feet,PT Muara Dua Energy,2025-11-01,1808.4,1117.3,743.5,30,0.625,364.0,1156.0
BH-015,Bukit Harapan Well 15,Bukit Harapan,Directional,Active,,-1.28635,115.96234,2147.0,1801.0,1784.6,meters,PT Muara Dua Energy,2022-06-01,18628.5,17601.4,2795.3,30,0.375,789.0,867.0
SB-009,Sungai Biru Well 9,Sungai Biru,Horizontal,Active,01/02/2022,-1.789,116.43868,6558.4,3777.9,3677.2,feet,PT Muara Dua Energy,2023-04-01,37238.5,52033.2,9174.5,25,0.625,455.0,1117.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2021-12-01,62367.0,55484.8,11890.9,15,0.5,400.0,704.0
SB-013,Sungai Biru Well 13,Sungai Biru,Vertical,Active,2023-06-01,-1.79496,116.45233,3211.0,3123.7,3085.1,meters,PT Muara Dua Energy,2025-08-01,10911.7,23943.0,4753.7,30,0.375,476.0,939.0
BH-020,Bukit Harapan Well 20,Bukit Harapan,Horizontal,Active,2021-07-01,-1.28703,115.95121,2313.0,1552.2,1524.0,meters,PT Muara Dua Energy,2024-08-01,8450.4,8247.9,5319.5,25,0.625,211.0,367.0
SB-025,Sungai Biru Well 25,Sungai Biru,Vertical,Active,2022-02-01,-1.77986,116.43216,10718.5,10475.7,10408.5,feet,PT Muara Dua Energy,2024-05-01,4963.3,11889.8,1344.8,30,0.75,695.0,928.0
BH-010,Bukit Harapan Well 10,Bukit Harapan,Directional,Shut-In,2020-11-01,-1.32089,116.00807,1616.0,1316.7,1293.0,meters,PT Muara Dua Energy,2023-10-01,6141.4,9155.1,4034.3,30,0.25,782.0,688.0
TM-007,Tanjung Merah Well 7,Tanjung Merah,Vertical,Active,2019-06-01,-1.46549,116.20023,3030.0,3004.6,2983.2,meters,PT Muara Dua Energy,2024-12-01,1823.5,1202.1,1540.3,30,0.75,482.0,1101.0
TM-019,Tanjung Merah Well 19,Tanjung Merah,Horizontal,Active,2019-10-01,-1.41842,116.1822,1721.0,991.6,973.7,meters,PT Muara Dua Energy,2023-08-01,5749.0,4127.9,3062.5,30,0.75,464.0,361.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2023-07-01,2245.4,2268.0,1089.0,28,0.625,535.0,988.0
TM-019,Tanjung Merah Well 19,Tanjung Merah,Horizontal,Active,2019-10-01,-1.41842,116.1822,1721.0,991.6,973.7,meters,PT Muara Dua Energy,2025-05-01,2355.5,1893.7,1837.2,28,0.5,670.0,708.0
BH-001,Bukit Harapan Well 1,Bukit Harapan,Directional,Active,01/01/2018,-1.31731,116.01794,10925.2,8807.7,8665.0,feet,PT Muara Dua Energy,2025-01-01,2373.2,3616.4,2098.8,15,0.375,393.0,490.0
SB-023,Sungai Biru Well 23,Sungai Biru,Directional,Active,2019-03-01,-1.80268,116.51886,1686.0,1329.9,1295.0,meters,PT Muara Dua Energy,2023-10-01,7885.9,9960.9,4160.0,30,0.5,769.0,999.0
TM-024,Tanjung Merah Well 24,Tanjung Merah,Directional,Shut-In,2018-03-01,-1.42122,116.18057,6551.8,5220.1,5119.8,feet,PT Muara Dua Energy,2024-04-01,1214.6,1451.7,1154.1,30,0.375,357.0,761.0
SB-008,Sungai Biru Well 8,Tanjung Merahh,Vertical,Active,2020-10-01,-1.78411,116.45481,7926.5,7602.4,7535.1,feet,PT Muara Dua Energy,2022-08-01,5611.8,11270.9,2937.0,28,0.375,718.0,461.0
TM-003,  Tanjung Merah Well 3 ,Tanjung Merah,Vertical,Active,2022-07-01,-1.41627,116.1642,9852.4,9436.7,9372.0,feet,PT Muara Dua Energy,2023-11-01,8807.7,4554.8,983.3,30,0.5,517.0,1145.0
TM-003,  Tanjung Merah Well 3 ,Tanjung Merah,Vertical,Active,2022-07-01,-1.41627,116.1642,9852.4,9436.7,9372.0,feet,PT Muara Dua Energy,2023-10-01,9115.4,4493.9,1313.3,30,0.25,732.0,854.0
BH-014,Bukit Harapan Well 14,Bukit Harapan,Horizontal,Active,2020-12-01,-1.32929,116.00364,8982.9,4940.0,4840.2,feet,PT Muara Dua Energy,2022-10-01,16477.7,18271.1,3952.8,28,0.5,420.0,652.0
SB-013,Sungai Biru Well 13,Sungai Biru,Vertical,Active,2023-06-01,-1.79496,116.45233,3211.0,3123.7,3085.1,meters,PT Muara Dua Energy,2025-04-01,12994.8,25936.5,4860.4,25,0.625,450.0,1090.0
